sex,Race_ethnicity,age_group,Total_cases,Total_deaths,Medcond,Month,Year,date
Unknown,White,40 - 49 Years,806,0,No,12,2020,12/1/2020
Unknown,Hispanic,40 - 49 Years,166,0,No,12,2020,12/1/2020
Unknown,Asian,40 - 49 Years,169,0,No,12,2020,12/1/2020
Unknown,White,40 - 49 Years,19,0,Yes,12,2020,12/1/2020
Unknown,Hispanic,40 - 49 Years,7,0,Yes,12,2020,12/1/2020
Unknown,Black,40 - 49 Years,8,0,Yes,12,2020,12/1/2020
Unknown,Asian,40 - 49 Years,1,0,Yes,12,2020,12/1/2020
Unknown,Other/Missing,40 - 49 Years,30,0,Yes,12,2020,12/1/2020
Unknown,Black,40 - 49 Years,182,0,No,12,2020,12/1/2020
Unknown,White,40 - 49 Years,491,0,No,1,2021,1/1/2021
Unknown,Asian,40 - 49 Years,106,0,No,1,2021,1/1/2021
Unknown,Other/Missing,40 - 49 Years,5001,2,No,1,2021,1/1/2021
Unknown,Hispanic,40 - 49 Years,32,0,Yes,1,2021,1/1/2021
Unknown,White,40 - 49 Years,23,0,Yes,1,2021,1/1/2021
Unknown,Other/Missing,40 - 49 Years,64,0,Yes,1,2021,1/1/2021
Unknown,Black,40 - 49 Years,17,0,Yes,1,2021,1/1/2021
Unknown,Asian,40 - 49 Years,6,0,Yes,1,2021,1/1/2021
Unknown,Black,40 - 49 Years,154,1,No,1,2021,1/1/2021
Unknown,Hispanic,40 - 49 Years,152,0,No,1,2021,1/1/2021
Unknown,Hispanic,40 - 49 Years,5,0,Yes,2,2021,2/1/2021
Unknown,Other/Missing,40 - 49 Years,16,0,Yes,2,2021,2/1/2021
Unknown,White,40 - 49 Years,94,0,No,2,2021,2/1/2021
Unknown,Other/Missing,40 - 49 Years,1051,0,No,2,2021,2/1/2021
Unknown,Hispanic,40 - 49 Years,37,0,No,2,2021,2/1/2021
Unknown,Black,40 - 49 Years,24,0,No,2,2021,2/1/2021
Unknown,Asian,40 - 49 Years,11,0,No,2,2021,2/1/2021
Unknown,Black,40 - 49 Years,3,0,Yes,2,2021,2/1/2021
Female,Other/Missing,50 - 59 Years,106,1,No,1,2020,1/1/2020
Female,White,50 - 59 Years,80,0,No,1,2020,1/1/2020
Female,White,50 - 59 Years,15,0,Yes,1,2020,1/1/2020
Female,Hispanic,50 - 59 Years,1,0,Yes,1,2020,1/1/2020
Female,Black,50 - 59 Years,22,0,No,1,2020,1/1/2020
Female,Hispanic,50 - 59 Years,13,0,No,1,2020,1/1/2020
Female,Black,50 - 59 Years,2,1,Yes,1,2020,1/1/2020
Female,Asian,50 - 59 Years,6,0,No,1,2020,1/1/2020
Female,Other/Missing,50 - 59 Years,6,0,Yes,1,2020,1/1/2020
Female,Other/Missing,50 - 59 Years,150,3,No,2,2020,2/1/2020
Female,Black,50 - 59 Years,36,0,No,2,2020,2/1/2020
Female,White,50 - 59 Years,118,0,No,2,2020,2/1/2020
Female,Black,50 - 59 Years,32,3,Yes,2,2020,2/1/2020
Female,Other/Missing,50 - 59 Years,39,2,Yes,2,2020,2/1/2020
Female,White,50 - 59 Years,20,0,Yes,2,2020,2/1/2020
Female,Hispanic,50 - 59 Years,17,3,Yes,2,2020,2/1/2020
Female,Hispanic,50 - 59 Years,25,0,No,2,2020,2/1/2020
Female,Asian,50 - 59 Years,5,1,Yes,2,2020,2/1/2020
Female,Asian,50 - 59 Years,7,0,No,2,2020,2/1/2020
Female,Other/Missing,50 - 59 Years,13809,91,No,3,2020,3/1/2020
Female,Black,50 - 59 Years,3107,85,No,3,2020,3/1/2020
Female,White,50 - 59 Years,6215,58,No,3,2020,3/1/2020
Female,Hispanic,50 - 59 Years,3084,43,No,3,2020,3/1/2020
Female,Asian,50 - 59 Years,666,13,No,3,2020,3/1/2020
Female,White,50 - 59 Years,2325,108,Yes,3,2020,3/1/2020
Female,Other/Missing,50 - 59 Years,2863,85,Yes,3,2020,3/1/2020
Female,Black,50 - 59 Years,1898,220,Yes,3,2020,3/1/2020
Female,Hispanic,50 - 59 Years,1508,152,Yes,3,2020,3/1/2020
Female,Asian,50 - 59 Years,288,18,Yes,3,2020,3/1/2020
Female,White,50 - 59 Years,8171,153,No,4,2020,4/1/2020
Female,Other/Missing,50 - 59 Years,32591,393,No,4,2020,4/1/2020
Female,Hispanic,50 - 59 Years,8323,87,No,4,2020,4/1/2020
Female,Black,50 - 59 Years,5990,164,No,4,2020,4/1/2020
Female,Asian,50 - 59 Years,1243,26,No,4,2020,4/1/2020
Female,White,50 - 59 Years,3218,176,Yes,4,2020,4/1/2020
Female,Asian,50 - 59 Years,470,29,Yes,4,2020,4/1/2020
Female,Hispanic,50 - 59 Years,2966,146,Yes,4,2020,4/1/2020
Female,Other/Missing,50 - 59 Years,3915,94,Yes,4,2020,4/1/2020
Female,Black,50 - 59 Years,2710,198,Yes,4,2020,4/1/2020
Female,Black,50 - 59 Years,4677,70,No,5,2020,5/1/2020
Female,Hispanic,50 - 59 Years,6785,63,No,5,2020,5/1/2020
Female,Other/Missing,50 - 59 Years,25426,148,No,5,2020,5/1/2020
Female,White,50 - 59 Years,6761,85,No,5,2020,5/1/2020
Female,Asian,50 - 59 Years,861,7,No,5,2020,5/1/2020
Female,Black,50 - 59 Years,1431,50,Yes,5,2020,5/1/2020
Female,Other/Missing,50 - 59 Years,1416,18,Yes,5,2020,5/1/2020
Female,White,50 - 59 Years,2198,59,Yes,5,2020,5/1/2020
Female,Hispanic,50 - 59 Years,1747,36,Yes,5,2020,5/1/2020
Female,Asian,50 - 59 Years,219,10,Yes,5,2020,5/1/2020
Female,White,50 - 59 Years,11676,83,No,6,2020,6/1/2020
Female,Hispanic,50 - 59 Years,8553,69,No,6,2020,6/1/2020
Female,Black,50 - 59 Years,5103,68,No,6,2020,6/1/2020
Female,Asian,50 - 59 Years,844,2,No,6,2020,6/1/2020
Female,Other/Missing,50 - 59 Years,26724,168,No,6,2020,6/1/2020
Female,Black,50 - 59 Years,1267,27,Yes,6,2020,6/1/2020
Female,White,50 - 59 Years,2319,30,Yes,6,2020,6/1/2020
Female,Other/Missing,50 - 59 Years,1068,6,Yes,6,2020,6/1/2020
Female,Hispanic,50 - 59 Years,1665,20,Yes,6,2020,6/1/2020
Female,Asian,50 - 59 Years,152,1,Yes,6,2020,6/1/2020
Female,White,50 - 59 Years,21500,164,No,7,2020,7/1/2020
Female,Black,50 - 59 Years,9287,162,No,7,2020,7/1/2020
Female,Other/Missing,50 - 59 Years,44452,221,No,7,2020,7/1/2020
Female,Hispanic,50 - 59 Years,11036,96,No,7,2020,7/1/2020
Female,Asian,50 - 59 Years,1247,15,No,7,2020,7/1/2020
Female,Other/Missing,50 - 59 Years,1383,19,Yes,7,2020,7/1/2020
Female,Black,50 - 59 Years,1818,33,Yes,7,2020,7/1/2020
Female,Hispanic,50 - 59 Years,1514,20,Yes,7,2020,7/1/2020
Female,White,50 - 59 Years,3704,32,Yes,7,2020,7/1/2020
Female,Asian,50 - 59 Years,142,3,Yes,7,2020,7/1/2020
Female,Other/Missing,50 - 59 Years,29605,110,No,8,2020,8/1/2020
Female,Black,50 - 59 Years,6677,104,No,8,2020,8/1/2020
Female,Hispanic,50 - 59 Years,8166,57,No,8,2020,8/1/2020
Female,White,50 - 59 Years,18460,137,No,8,2020,8/1/2020
Female,Asian,50 - 59 Years,1052,6,No,8,2020,8/1/2020
Female,Other/Missing,50 - 59 Years,1066,4,Yes,8,2020,8/1/2020
Female,Black,50 - 59 Years,1108,13,Yes,8,2020,8/1/2020
Female,White,50 - 59 Years,3410,44,Yes,8,2020,8/1/2020
Female,Hispanic,50 - 59 Years,907,13,Yes,8,2020,8/1/2020
Female,Asian,50 - 59 Years,134,2,Yes,8,2020,8/1/2020
Female,Other/Missing,50 - 59 Years,27283,94,No,9,2020,9/1/2020
Female,White,50 - 59 Years,23751,91,No,9,2020,9/1/2020
Female,Hispanic,50 - 59 Years,6705,28,No,9,2020,9/1/2020
Female,Black,50 - 59 Years,4979,41,No,9,2020,9/1/2020
Female,Asian,50 - 59 Years,986,5,No,9,2020,9/1/2020
Female,Other/Missing,50 - 59 Years,987,5,Yes,9,2020,9/1/2020
Female,White,50 - 59 Years,3722,26,Yes,9,2020,9/1/2020
Female,Black,50 - 59 Years,842,13,Yes,9,2020,9/1/2020
Female,Asian,50 - 59 Years,156,6,Yes,9,2020,9/1/2020
Female,Hispanic,50 - 59 Years,678,7,Yes,9,2020,9/1/2020
Female,Other/Missing,50 - 59 Years,48174,131,No,10,2020,10/1/2020
Female,White,50 - 59 Years,48903,198,No,10,2020,10/1/2020
Female,Asian,50 - 59 Years,1666,7,No,10,2020,10/1/2020
Female,Hispanic,50 - 59 Years,11964,55,No,10,2020,10/1/2020
Female,Black,50 - 59 Years,7168,75,No,10,2020,10/1/2020
Female,Other/Missing,50 - 59 Years,1697,13,Yes,10,2020,10/1/2020
Female,White,50 - 59 Years,6821,51,Yes,10,2020,10/1/2020
Female,Black,50 - 59 Years,1163,19,Yes,10,2020,10/1/2020
Female,Asian,50 - 59 Years,192,0,Yes,10,2020,10/1/2020
Female,Hispanic,50 - 59 Years,1063,8,Yes,10,2020,10/1/2020
Female,Other/Missing,50 - 59 Years,109002,320,No,11,2020,11/1/2020
Female,White,50 - 59 Years,94310,376,No,11,2020,11/1/2020
Female,Hispanic,50 - 59 Years,19399,114,No,11,2020,11/1/2020
Female,Black,50 - 59 Years,11629,98,No,11,2020,11/1/2020
Female,Asian,50 - 59 Years,4034,16,No,11,2020,11/1/2020
Female,Black,50 - 59 Years,1748,29,Yes,11,2020,11/1/2020
Female,Hispanic,50 - 59 Years,1671,18,Yes,11,2020,11/1/2020
Female,Other/Missing,50 - 59 Years,2366,25,Yes,11,2020,11/1/2020
Female,White,50 - 59 Years,9133,60,Yes,11,2020,11/1/2020
Female,Asian,50 - 59 Years,286,3,Yes,11,2020,11/1/2020
Female,White,50 - 59 Years,112982,496,No,12,2020,12/1/2020
Female,Hispanic,50 - 59 Years,23066,128,No,12,2020,12/1/2020
Female,Other/Missing,50 - 59 Years,177806,631,No,12,2020,12/1/2020
Female,Asian,50 - 59 Years,7718,35,No,12,2020,12/1/2020
Female,Black,50 - 59 Years,17897,175,No,12,2020,12/1/2020
Female,White,50 - 59 Years,8279,77,Yes,12,2020,12/1/2020
Female,Hispanic,50 - 59 Years,2375,20,Yes,12,2020,12/1/2020
Female,Black,50 - 59 Years,2230,42,Yes,12,2020,12/1/2020
Female,Other/Missing,50 - 59 Years,3165,34,Yes,12,2020,12/1/2020
Female,Asian,50 - 59 Years,526,5,Yes,12,2020,12/1/2020
Female,White,50 - 59 Years,83676,295,No,1,2021,1/1/2021
Female,Other/Missing,50 - 59 Years,132439,321,No,1,2021,1/1/2021
Female,Hispanic,50 - 59 Years,18233,73,No,1,2021,1/1/2021
Female,Asian,50 - 59 Years,7347,28,No,1,2021,1/1/2021
Female,Black,50 - 59 Years,17579,109,No,1,2021,1/1/2021
Female,Other/Missing,50 - 59 Years,2968,17,Yes,1,2021,1/1/2021
Female,White,50 - 59 Years,5916,40,Yes,1,2021,1/1/2021
Female,Asian,50 - 59 Years,670,6,Yes,1,2021,1/1/2021
Female,Hispanic,50 - 59 Years,2954,22,Yes,1,2021,1/1/2021
Female,Black,50 - 59 Years,2350,30,Yes,1,2021,1/1/2021
Female,Black,50 - 59 Years,3777,12,No,2,2021,2/1/2021
Female,White,50 - 59 Years,17733,27,No,2,2021,2/1/2021
Female,Hispanic,50 - 59 Years,4160,7,No,2,2021,2/1/2021
Female,Other/Missing,50 - 59 Years,23825,29,No,2,2021,2/1/2021
Female,Asian,50 - 59 Years,1315,2,No,2,2021,2/1/2021
Female,White,50 - 59 Years,1559,4,Yes,2,2021,2/1/2021
Female,Black,50 - 59 Years,631,2,Yes,2,2021,2/1/2021
Female,Other/Missing,50 - 59 Years,745,2,Yes,2,2021,2/1/2021
Female,Hispanic,50 - 59 Years,809,5,Yes,2,2021,2/1/2021
Female,Asian,50 - 59 Years,175,2,Yes,2,2021,2/1/2021
Male,Other/Missing,50 - 59 Years,88,3,No,1,2020,1/1/2020
Male,White,50 - 59 Years,68,1,No,1,2020,1/1/2020
Male,White,50 - 59 Years,14,0,Yes,1,2020,1/1/2020
Male,Other/Missing,50 - 59 Years,7,0,Yes,1,2020,1/1/2020
Male,Hispanic,50 - 59 Years,12,0,No,1,2020,1/1/2020
Male,Black,50 - 59 Years,13,0,No,1,2020,1/1/2020
Male,Asian,50 - 59 Years,5,0,No,1,2020,1/1/2020
Male,Hispanic,50 - 59 Years,5,2,Yes,1,2020,1/1/2020
Male,Black,50 - 59 Years,1,0,Yes,1,2020,1/1/2020
Male,White,50 - 59 Years,118,1,No,2,2020,2/1/2020
Male,Hispanic,50 - 59 Years,27,2,No,2,2020,2/1/2020
Male,Other/Missing,50 - 59 Years,122,6,No,2,2020,2/1/2020
Male,Other/Missing,50 - 59 Years,29,4,Yes,2,2020,2/1/2020
Male,White,50 - 59 Years,34,3,Yes,2,2020,2/1/2020
Male,Black,50 - 59 Years,28,5,Yes,2,2020,2/1/2020
Male,Hispanic,50 - 59 Years,19,4,Yes,2,2020,2/1/2020
Male,Asian,50 - 59 Years,6,2,Yes,2,2020,2/1/2020
Male,Black,50 - 59 Years,17,1,No,2,2020,2/1/2020
Male,Asian,50 - 59 Years,14,1,No,2,2020,2/1/2020
Male,White,50 - 59 Years,6358,176,No,3,2020,3/1/2020
Male,Other/Missing,50 - 59 Years,14856,267,No,3,2020,3/1/2020
Male,Hispanic,50 - 59 Years,3270,187,No,3,2020,3/1/2020
Male,Asian,50 - 59 Years,592,30,No,3,2020,3/1/2020
Male,Black,50 - 59 Years,2460,154,No,3,2020,3/1/2020
Male,Other/Missing,50 - 59 Years,3125,203,Yes,3,2020,3/1/2020
Male,White,50 - 59 Years,2504,280,Yes,3,2020,3/1/2020
Male,Hispanic,50 - 59 Years,1842,375,Yes,3,2020,3/1/2020
Male,Black,50 - 59 Years,1702,321,Yes,3,2020,3/1/2020
Male,Asian,50 - 59 Years,324,70,Yes,3,2020,3/1/2020
Male,Other/Missing,50 - 59 Years,31828,896,No,4,2020,4/1/2020
Male,Asian,50 - 59 Years,1129,56,No,4,2020,4/1/2020
Male,Hispanic,50 - 59 Years,9198,374,No,4,2020,4/1/2020
Male,White,50 - 59 Years,7906,294,No,4,2020,4/1/2020
Male,Black,50 - 59 Years,5115,247,No,4,2020,4/1/2020
Male,Other/Missing,50 - 59 Years,3765,172,Yes,4,2020,4/1/2020
Male,White,50 - 59 Years,3243,307,Yes,4,2020,4/1/2020
Male,Black,50 - 59 Years,2425,330,Yes,4,2020,4/1/2020
Male,Hispanic,50 - 59 Years,3163,384,Yes,4,2020,4/1/2020
Male,Asian,50 - 59 Years,436,62,Yes,4,2020,4/1/2020
Male,Other/Missing,50 - 59 Years,24377,331,No,5,2020,5/1/2020
Male,White,50 - 59 Years,7049,151,No,5,2020,5/1/2020
Male,Hispanic,50 - 59 Years,7815,173,No,5,2020,5/1/2020
Male,Black,50 - 59 Years,3958,111,No,5,2020,5/1/2020
Male,Asian,50 - 59 Years,804,16,No,5,2020,5/1/2020
Male,Other/Missing,50 - 59 Years,1296,36,Yes,5,2020,5/1/2020
Male,Black,50 - 59 Years,1180,67,Yes,5,2020,5/1/2020
Male,Hispanic,50 - 59 Years,1693,104,Yes,5,2020,5/1/2020
Male,White,50 - 59 Years,2203,95,Yes,5,2020,5/1/2020
Male,Asian,50 - 59 Years,216,12,Yes,5,2020,5/1/2020
Male,White,50 - 59 Years,11418,119,No,6,2020,6/1/2020
Male,Hispanic,50 - 59 Years,8350,194,No,6,2020,6/1/2020
Male,Black,50 - 59 Years,4000,99,No,6,2020,6/1/2020
Male,Other/Missing,50 - 59 Years,25881,321,No,6,2020,6/1/2020
Male,Asian,50 - 59 Years,762,14,No,6,2020,6/1/2020
Male,Other/Missing,50 - 59 Years,908,13,Yes,6,2020,6/1/2020
Male,Hispanic,50 - 59 Years,1401,41,Yes,6,2020,6/1/2020
Male,White,50 - 59 Years,2290,53,Yes,6,2020,6/1/2020
Male,Black,50 - 59 Years,904,30,Yes,6,2020,6/1/2020
Male,Asian,50 - 59 Years,190,4,Yes,6,2020,6/1/2020
Male,Other/Missing,50 - 59 Years,41373,460,No,7,2020,7/1/2020
Male,White,50 - 59 Years,20840,297,No,7,2020,7/1/2020
Male,Hispanic,50 - 59 Years,10606,267,No,7,2020,7/1/2020
Male,Black,50 - 59 Years,7265,203,No,7,2020,7/1/2020
Male,Asian,50 - 59 Years,1043,32,No,7,2020,7/1/2020
Male,Black,50 - 59 Years,1229,39,Yes,7,2020,7/1/2020
Male,Other/Missing,50 - 59 Years,1261,16,Yes,7,2020,7/1/2020
Male,White,50 - 59 Years,3624,65,Yes,7,2020,7/1/2020
Male,Hispanic,50 - 59 Years,1270,44,Yes,7,2020,7/1/2020
Male,Asian,50 - 59 Years,150,3,Yes,7,2020,7/1/2020
Male,Black,50 - 59 Years,5266,119,No,8,2020,8/1/2020
Male,Other/Missing,50 - 59 Years,28685,247,No,8,2020,8/1/2020
Male,White,50 - 59 Years,17594,167,No,8,2020,8/1/2020
Male,Hispanic,50 - 59 Years,8015,136,No,8,2020,8/1/2020
Male,Asian,50 - 59 Years,885,15,No,8,2020,8/1/2020
Male,White,50 - 59 Years,3172,51,Yes,8,2020,8/1/2020
Male,Other/Missing,50 - 59 Years,979,16,Yes,8,2020,8/1/2020
Male,Black,50 - 59 Years,753,36,Yes,8,2020,8/1/2020
Male,Hispanic,50 - 59 Years,746,23,Yes,8,2020,8/1/2020
Male,Asian,50 - 59 Years,122,6,Yes,8,2020,8/1/2020
Male,Other/Missing,50 - 59 Years,26896,226,No,9,2020,9/1/2020
Male,White,50 - 59 Years,22075,151,No,9,2020,9/1/2020
Male,Hispanic,50 - 59 Years,6556,71,No,9,2020,9/1/2020
Male,Asian,50 - 59 Years,909,7,No,9,2020,9/1/2020
Male,Black,50 - 59 Years,4236,65,No,9,2020,9/1/2020
Male,Other/Missing,50 - 59 Years,869,14,Yes,9,2020,9/1/2020
Male,White,50 - 59 Years,3423,47,Yes,9,2020,9/1/2020
Male,Black,50 - 59 Years,572,15,Yes,9,2020,9/1/2020
Male,Hispanic,50 - 59 Years,540,21,Yes,9,2020,9/1/2020
Male,Asian,50 - 59 Years,134,4,Yes,9,2020,9/1/2020
Male,White,50 - 59 Years,44420,286,No,10,2020,10/1/2020
Male,Other/Missing,50 - 59 Years,45952,269,No,10,2020,10/1/2020
Male,Black,50 - 59 Years,5961,105,No,10,2020,10/1/2020
Male,Hispanic,50 - 59 Years,11197,141,No,10,2020,10/1/2020
Male,Asian,50 - 59 Years,1507,13,No,10,2020,10/1/2020
Male,Hispanic,50 - 59 Years,931,20,Yes,10,2020,10/1/2020
Male,White,50 - 59 Years,6230,72,Yes,10,2020,10/1/2020
Male,Other/Missing,50 - 59 Years,1545,18,Yes,10,2020,10/1/2020
Male,Black,50 - 59 Years,818,22,Yes,10,2020,10/1/2020
Male,Asian,50 - 59 Years,182,5,Yes,10,2020,10/1/2020
Male,Hispanic,50 - 59 Years,17651,274,No,11,2020,11/1/2020
Male,White,50 - 59 Years,85306,660,No,11,2020,11/1/2020
Male,Other/Missing,50 - 59 Years,103730,634,No,11,2020,11/1/2020
Male,Black,50 - 59 Years,9865,174,No,11,2020,11/1/2020
Male,Asian,50 - 59 Years,3628,48,No,11,2020,11/1/2020
Male,White,50 - 59 Years,7774,100,Yes,11,2020,11/1/2020
Male,Other/Missing,50 - 59 Years,2128,33,Yes,11,2020,11/1/2020
Male,Hispanic,50 - 59 Years,1333,51,Yes,11,2020,11/1/2020
Male,Black,50 - 59 Years,1212,32,Yes,11,2020,11/1/2020
Male,Asian,50 - 59 Years,316,8,Yes,11,2020,11/1/2020
Male,Black,50 - 59 Years,15022,282,No,12,2020,12/1/2020
Male,White,50 - 59 Years,101513,793,No,12,2020,12/1/2020
Male,Hispanic,50 - 59 Years,20348,322,No,12,2020,12/1/2020
Male,Other/Missing,50 - 59 Years,169146,1427,No,12,2020,12/1/2020
Male,Asian,50 - 59 Years,6537,124,No,12,2020,12/1/2020
Male,White,50 - 59 Years,7010,93,Yes,12,2020,12/1/2020
Male,Hispanic,50 - 59 Years,1845,48,Yes,12,2020,12/1/2020
Male,Other/Missing,50 - 59 Years,2793,37,Yes,12,2020,12/1/2020
Male,Asian,50 - 59 Years,521,10,Yes,12,2020,12/1/2020
Male,Black,50 - 59 Years,1492,62,Yes,12,2020,12/1/2020
Male,White,50 - 59 Years,78702,476,No,1,2021,1/1/2021
Male,Hispanic,50 - 59 Years,16944,188,No,1,2021,1/1/2021
Male,Other/Missing,50 - 59 Years,127358,742,No,1,2021,1/1/2021
Male,Black,50 - 59 Years,14460,170,No,1,2021,1/1/2021
Male,Asian,50 - 59 Years,6120,45,No,1,2021,1/1/2021
Male,White,50 - 59 Years,5431,59,Yes,1,2021,1/1/2021
Male,Black,50 - 59 Years,1576,54,Yes,1,2021,1/1/2021
Male,Hispanic,50 - 59 Years,2014,46,Yes,1,2021,1/1/2021
Male,Other/Missing,50 - 59 Years,2577,24,Yes,1,2021,1/1/2021
Male,Asian,50 - 59 Years,592,10,Yes,1,2021,1/1/2021
Male,Black,50 - 59 Years,3341,25,No,2,2021,2/1/2021
Male,White,50 - 59 Years,17663,61,No,2,2021,2/1/2021
Male,Other/Missing,50 - 59 Years,24152,64,No,2,2021,2/1/2021
Male,Hispanic,50 - 59 Years,3757,10,No,2,2021,2/1/2021
Male,Asian,50 - 59 Years,1175,4,No,2,2021,2/1/2021
Male,Other/Missing,50 - 59 Years,671,6,Yes,2,2021,2/1/2021
Male,White,50 - 59 Years,1496,12,Yes,2,2021,2/1/2021
Male,Black,50 - 59 Years,442,8,Yes,2,2021,2/1/2021
Male,Hispanic,50 - 59 Years,551,3,Yes,2,2021,2/1/2021
Male,Asian,50 - 59 Years,144,1,Yes,2,2021,2/1/2021
Missing,Black,50 - 59 Years,1,1,Yes,3,2020,3/1/2020
Missing,Other/Missing,50 - 59 Years,48,0,No,3,2020,3/1/2020
Missing,Black,50 - 59 Years,2,0,No,3,2020,3/1/2020
Missing,White,50 - 59 Years,3,0,No,3,2020,3/1/2020
Missing,Hispanic,50 - 59 Years,3,0,No,3,2020,3/1/2020
Missing,Other/Missing,50 - 59 Years,1,0,Yes,3,2020,3/1/2020
Missing,Hispanic,50 - 59 Years,1,0,Yes,3,2020,3/1/2020
Missing,White,50 - 59 Years,1,0,Yes,4,2020,4/1/2020
Missing,Other/Missing,50 - 59 Years,80,0,No,4,2020,4/1/2020
Missing,White,50 - 59 Years,18,1,No,4,2020,4/1/2020
Missing,Hispanic,50 - 59 Years,8,0,No,4,2020,4/1/2020
Missing,Asian,50 - 59 Years,2,0,No,4,2020,4/1/2020
Missing,Hispanic,50 - 59 Years,5,0,Yes,4,2020,4/1/2020
Missing,Black,50 - 59 Years,1,0,Yes,4,2020,4/1/2020
Missing,Black,50 - 59 Years,11,0,No,4,2020,4/1/2020
Missing,Other/Missing,50 - 59 Years,5,0,Yes,4,2020,4/1/2020
Missing,Hispanic,50 - 59 Years,15,0,No,5,2020,5/1/2020
Missing,Other/Missing,50 - 59 Years,7,1,Yes,5,2020,5/1/2020
Missing,White,50 - 59 Years,3,0,Yes,5,2020,5/1/2020
Missing,Hispanic,50 - 59 Years,3,0,Yes,5,2020,5/1/2020
Missing,Black,50 - 59 Years,5,0,No,5,2020,5/1/2020
Missing,White,50 - 59 Years,7,0,No,5,2020,5/1/2020
Missing,Other/Missing,50 - 59 Years,52,2,No,5,2020,5/1/2020
Missing,Asian,50 - 59 Years,1,0,Yes,5,2020,5/1/2020
Missing,Asian,50 - 59 Years,2,0,No,5,2020,5/1/2020
Missing,White,50 - 59 Years,11,0,No,6,2020,6/1/2020
Missing,White,50 - 59 Years,2,0,Yes,6,2020,6/1/2020
Missing,Black,50 - 59 Years,4,0,Yes,6,2020,6/1/2020
Missing,Other/Missing,50 - 59 Years,3,0,Yes,6,2020,6/1/2020
Missing,Black,50 - 59 Years,6,0,No,6,2020,6/1/2020
Missing,Other/Missing,50 - 59 Years,40,1,No,6,2020,6/1/2020
Missing,Hispanic,50 - 59 Years,11,0,No,6,2020,6/1/2020
Missing,Hispanic,50 - 59 Years,2,0,Yes,6,2020,6/1/2020
Missing,White,50 - 59 Years,25,0,No,7,2020,7/1/2020
Missing,Other/Missing,50 - 59 Years,83,0,No,7,2020,7/1/2020
Missing,Other/Missing,50 - 59 Years,10,0,Yes,7,2020,7/1/2020
Missing,White,50 - 59 Years,4,0,Yes,7,2020,7/1/2020
Missing,Asian,50 - 59 Years,3,0,No,7,2020,7/1/2020
Missing,Hispanic,50 - 59 Years,8,0,No,7,2020,7/1/2020
Missing,Black,50 - 59 Years,1,0,Yes,7,2020,7/1/2020
Missing,Black,50 - 59 Years,7,0,No,7,2020,7/1/2020
Missing,Hispanic,50 - 59 Years,2,0,Yes,7,2020,7/1/2020
Missing,Other/Missing,50 - 59 Years,8,0,Yes,8,2020,8/1/2020
Missing,White,50 - 59 Years,5,0,Yes,8,2020,8/1/2020
Missing,Hispanic,50 - 59 Years,2,0,Yes,8,2020,8/1/2020
Missing,White,50 - 59 Years,29,0,No,8,2020,8/1/2020
Missing,Other/Missing,50 - 59 Years,97,0,No,8,2020,8/1/2020
Missing,Hispanic,50 - 59 Years,13,0,No,8,2020,8/1/2020
Missing,Black,50 - 59 Years,13,0,No,8,2020,8/1/2020
Missing,Asian,50 - 59 Years,3,0,No,8,2020,8/1/2020
Missing,Black,50 - 59 Years,1,0,Yes,8,2020,8/1/2020
Missing,White,50 - 59 Years,66,0,No,9,2020,9/1/2020
Missing,White,50 - 59 Years,6,0,Yes,9,2020,9/1/2020
Missing,Other/Missing,50 - 59 Years,221,0,No,9,2020,9/1/2020
Missing,Black,50 - 59 Years,12,0,No,9,2020,9/1/2020
Missing,Hispanic,50 - 59 Years,17,0,No,9,2020,9/1/2020
Missing,Black,50 - 59 Years,2,0,Yes,9,2020,9/1/2020
Missing,Other/Missing,50 - 59 Years,9,0,Yes,9,2020,9/1/2020
Missing,Hispanic,50 - 59 Years,2,0,Yes,9,2020,9/1/2020
Missing,White,50 - 59 Years,134,1,No,10,2020,10/1/2020
Missing,White,50 - 59 Years,11,0,Yes,10,2020,10/1/2020
Missing,Other/Missing,50 - 59 Years,11,0,Yes,10,2020,10/1/2020
Missing,Hispanic,50 - 59 Years,1,0,Yes,10,2020,10/1/2020
Missing,Other/Missing,50 - 59 Years,609,0,No,10,2020,10/1/2020
Missing,Hispanic,50 - 59 Years,19,1,No,10,2020,10/1/2020
Missing,Black,50 - 59 Years,18,0,No,10,2020,10/1/2020
Missing,Black,50 - 59 Years,1,0,Yes,10,2020,10/1/2020
Missing,Asian,50 - 59 Years,1,0,No,10,2020,10/1/2020
Missing,White,50 - 59 Years,231,0,No,11,2020,11/1/2020
Missing,Black,50 - 59 Years,29,0,No,11,2020,11/1/2020
Missing,Other/Missing,50 - 59 Years,16,0,Yes,11,2020,11/1/2020
Missing,Hispanic,50 - 59 Years,4,0,Yes,11,2020,11/1/2020
Missing,White,50 - 59 Years,9,0,Yes,11,2020,11/1/2020
Missing,Other/Missing,50 - 59 Years,910,1,No,11,2020,11/1/2020
Missing,Hispanic,50 - 59 Years,34,1,No,11,2020,11/1/2020
Missing,Asian,50 - 59 Years,9,0,No,11,2020,11/1/2020
Missing,Black,50 - 59 Years,5,0,Yes,11,2020,11/1/2020
Missing,Other/Missing,50 - 59 Years,1446,1,No,12,2020,12/1/2020
Missing,White,50 - 59 Years,350,1,No,12,2020,12/1/2020
Missing,Hispanic,50 - 59 Years,48,0,No,12,2020,12/1/2020
